Date,Adj Close,% change,1monthchange
2012-08-10,1.996000051,1.8021,
2012-08-13,2.078000069,4.1082,
2012-08-14,1.961333036,-5.6144,
2012-08-15,1.960000038,-0.068,
2012-08-16,2.019999981,3.0612,
2012-08-17,2.000667095,-0.9571,
2012-08-20,1.967332959,-1.6662,
2012-08-21,1.940667033,-1.3554,
2012-08-22,1.996667027,2.8856,
2012-08-23,2.048666954,2.6043,
2012-08-24,1.966667056,-4.0026,
2012-08-27,1.888000011,-4.0,
2012-08-28,1.912667036,1.3065,
2012-08-29,1.894000053,-0.976,
2012-08-30,1.894000053,0.0,
2012-08-31,1.901332974,0.3872,8.6476
2012-09-04,1.876000047,-1.3324,
2012-09-05,1.862666965,-0.7107,
2012-09-06,1.903332949,2.1832,
2012-09-07,1.956666946,2.8021,
2012-09-10,1.824666977,-6.7462,
2012-09-11,1.853332996,1.571,
2012-09-12,1.885332942,1.7266,
2012-09-13,1.965332985,4.2433,
2012-09-14,2.026000023,3.0869,
2012-09-17,2.169332981,7.0747,
2012-09-18,2.089333057,-3.6878,
2012-09-19,2.069999933,-0.9253,
2012-09-20,2.059999943,-0.4831,
2012-09-21,2.001332998,-2.8479,
2012-09-24,2.04399991,2.1319,
2012-09-25,1.843999982,-9.7847,
2012-09-26,1.835999966,-0.4338,
2012-09-27,1.899333,3.4495,
2012-09-28,1.952000022,2.7729,4.0512
2012-10-01,1.944000006,-0.4098,
2012-10-02,1.986667037,2.1948,
2012-10-03,1.95333302,-1.6779,
2012-10-04,1.960000038,0.3413,
2012-10-05,1.925999999,-1.7347,
2012-10-08,1.950000048,1.2461,
2012-10-09,1.891332984,-3.0086,
2012-10-10,1.893332958,0.1057,
2012-10-11,1.888000011,-0.2817,
2012-10-12,1.842666984,-2.4011,
2012-10-15,1.822000027,-1.1216,
2012-10-16,1.870666981,2.6711,
2012-10-17,1.921332955,2.7084,
2012-10-18,1.869333029,-2.7065,
2012-10-19,1.849333048,-1.0699,
2012-10-22,1.856667042,0.3966,
2012-10-23,1.892667055,1.939,
2012-10-24,1.827999949,-3.4167,
2012-10-25,1.834666967,0.3647,
2012-10-26,1.825332999,-0.5088,
2012-10-31,1.875332952,2.7392,-3.5323
2012-11-01,1.950000048,3.9815,
2012-11-02,1.927999973,-1.1282,
2012-11-05,2.099999905,8.9212,
2012-11-06,2.07666707,-1.1111,
2012-11-07,2.102667093,1.252,
2012-11-08,2.087332964,-0.7293,
2012-11-09,2.021332979,-3.1619,
2012-11-12,2.071332932,2.4736,
2012-11-13,2.107332945,1.738,
2012-11-14,2.092000008,-0.7276,
2012-11-15,2.054666996,-1.7846,
2012-11-16,2.122667074,3.3095,
2012-11-19,2.194667101,3.392,
2012-11-20,2.200000048,0.243,
2012-11-21,2.164666891,-1.6061,
2012-11-23,2.14199996,-1.0471,
2012-11-26,2.151333094,0.4357,
2012-11-27,2.143332958,-0.3719,
2012-11-28,2.215332985,3.3593,
2012-11-29,2.246000051,1.3843,
2012-11-30,2.254667044,0.3859,15.6239
2012-12-03,2.308000088,2.3655,
2012-12-04,2.25999999,-2.0797,
2012-12-05,2.24733305,-0.5605,
2012-12-06,2.25999999,0.5636,
2012-12-07,2.278000116,0.7965,
2012-12-10,2.304666996,1.1706,
2012-12-11,2.351999998,2.0538,
2012-12-12,2.350667,-0.0567,
2012-12-13,2.240667105,-4.6795,
2012-12-14,2.253999949,0.595,
2012-12-17,2.293333054,1.745,
2012-12-18,2.305999994,0.5523,
2012-12-19,2.307332993,0.0578,
2012-12-20,2.295332909,-0.5201,
2012-12-21,2.266666889,-1.2489,
2012-12-24,2.285332918,0.8235,
2012-12-26,2.239332914,-2.0128,
2012-12-27,2.246000051,0.2977,
2012-12-28,2.214667082,-1.3951,
2012-12-31,2.257999897,1.9566,-2.1664
2013-01-02,2.357332945,4.3992,
2013-01-03,2.318000078,-1.6685,
2013-01-04,2.293333054,-1.0642,
2013-01-07,2.289333105,-0.1744,
2013-01-08,2.245332956,-1.922,
2013-01-09,2.24266696,-0.1187,
2013-01-10,2.235332966,-0.327,
2013-01-11,2.194000006,-1.8491,
2013-01-14,2.217333078,1.0635,
2013-01-15,2.25999999,1.9242,
2013-01-16,2.273333073,0.59,
2013-01-17,2.292000055,0.8211,
2013-01-18,2.301332951,0.4072,
2013-01-22,2.345999956,1.9409,
2013-01-23,2.400000095,2.3018,
2013-01-24,2.46600008,2.75,
2013-01-25,2.465332985,-0.0271,
2013-01-28,2.535332918,2.8394,
2013-01-29,2.529999971,-0.2103,
2013-01-30,2.501332998,-1.1331,
2013-01-31,2.500667095,-0.0266,6.0804
2013-02-01,2.553333044,2.1061,
2013-02-04,2.516000032,-1.4621,
2013-02-05,2.542000055,1.0334,
2013-02-06,2.611332893,2.7275,
2013-02-07,2.631999969,0.7914,
2013-02-08,2.615999937,-0.6079,
2013-02-11,2.561332941,-2.0897,
2013-02-12,2.526000023,-1.3795,
2013-02-13,2.563333035,1.4779,
2013-02-14,2.551332951,-0.4681,
2013-02-15,2.469332933,-3.214,
2013-02-19,2.618666887,6.0475,
2013-02-20,2.569333076,-1.8839,
2013-02-21,2.344000101,-8.7701,
2013-02-22,2.407332897,2.7019,
2013-02-25,2.292000055,-4.7909,
2013-02-26,2.295332909,0.1454,
2013-02-27,2.339999914,1.946,
2013-02-28,2.322000027,-0.7692,-9.06
2013-03-01,2.309999943,-0.5168,
2013-03-04,2.371999979,2.684,
2013-03-05,2.443332911,3.0073,
2013-03-06,2.512666941,2.8377,
2013-03-07,2.548666954,1.4327,
2013-03-08,2.564666986,0.6278,
2013-03-11,2.606667042,1.6376,
2013-03-12,2.60800004,0.0511,
2013-03-13,2.598666906,-0.3579,
2013-03-14,2.456666946,-5.4643,
2013-03-15,2.352667093,-4.2334,
2013-03-18,2.343333006,-0.3967,
2013-03-19,2.338666916,-0.1991,
2013-03-20,2.396667004,2.48,
2013-03-21,2.400666952,0.1669,
2013-03-22,2.441333055,1.694,
2013-03-25,2.502000093,2.485,
2013-03-26,2.523999929,0.8793,
2013-03-27,2.54399991,0.7924,
2013-03-28,2.526000023,-0.7075,9.3507
2013-04-01,2.928667068,15.9409,
2013-04-02,2.95600009,0.9333,
2013-04-03,2.74000001,-7.3072,
2013-04-04,2.800667048,2.2141,
2013-04-05,2.757999897,-1.5235,
2013-04-08,2.788666964,1.1119,
2013-04-09,2.700000048,-3.1795,
2013-04-10,2.790667057,3.358,
2013-04-11,2.905999899,4.1328,
2013-04-12,2.916666985,0.3671,
2013-04-15,2.886667013,-1.0286,
2013-04-16,3.039333105,5.2887,
2013-04-17,3.029999971,-0.3071,
2013-04-18,3.131333113,3.3443,
2013-04-19,3.188667059,1.831,
2013-04-22,3.345999956,4.9341,
2013-04-23,3.400666952,1.6338,
2013-04-24,3.361999989,-1.137,
2013-04-25,3.466666937,3.1132,
2013-04-26,3.413332939,-1.5385,
2013-04-29,3.662667036,7.3047,
2013-04-30,3.599333048,-1.7292,22.9
2013-05-01,3.552000046,-1.315,
2013-05-02,3.607332945,1.5578,
2013-05-03,3.636667013,0.8132,
2013-05-06,3.966666937,9.0742,
2013-05-07,3.700666904,-6.7059,
2013-05-08,3.719332933,0.5044,
2013-05-09,4.626667023,24.3951,
2013-05-10,5.117332935,10.6052,
2013-05-13,5.853332996,14.3825,
2013-05-14,5.549333096,-5.1936,
2013-05-15,5.656000137,1.9222,
2013-05-16,6.150000095,8.7341,
2013-05-17,6.099999905,-0.813,
2013-05-20,5.995999813,-1.7049,
2013-05-21,5.839333057,-2.6129,
2013-05-22,5.815999985,-0.3996,
2013-05-23,6.18200016,6.293,
2013-05-24,6.472000122,4.691,
2013-05-28,7.355332851,13.6485,
2013-05-29,6.975333214,-5.1663,
2013-05-30,6.996666908,0.3058,
2013-05-31,6.517333031,-6.8509,83.4835
2013-06-03,6.172667027,-5.2885,
2013-06-04,6.322667122,2.4301,
2013-06-05,6.357999802,0.5588,
2013-06-06,6.489999771,2.0761,
2013-06-07,6.802667141,4.8177,
2013-06-10,6.670000076,-1.9502,
2013-06-11,6.297999859,-5.5772,
2013-06-12,6.515333176,3.4508,
2013-06-13,6.545332909,0.4604,
2013-06-14,6.686666965,2.1593,
2013-06-17,6.813333035,1.8943,
2013-06-18,6.892666817,1.1644,
2013-06-19,6.978666782,1.2477,
2013-06-20,6.710000038,-3.8498,
2013-06-21,6.636666775,-1.0929,
2013-06-24,6.765999794,1.9488,
2013-06-25,6.826666832,0.8966,
2013-06-26,7.047999859,3.2422,
2013-06-27,7.283332825,3.339,
2013-06-28,7.157332897,-1.73,15.952
2013-07-01,7.811999798,9.1468,
2013-07-02,7.854667187,0.5462,
2013-07-03,7.682666779,-2.1898,
2013-07-05,8.005999565,4.2086,
2013-07-08,8.107333183,1.2657,
2013-07-09,8.229999542,1.513,
2013-07-10,8.151332855,-0.9559,
2013-07-11,8.373999596,2.7317,
2013-07-12,8.659999847,3.4153,
2013-07-15,8.484000206,-2.0323,
2013-07-16,7.269999981,-14.3093,
2013-07-17,8.016667366,10.2705,
2013-07-18,7.935332775,-1.0146,
2013-07-19,7.978666782,0.5461,
2013-07-22,8.161999702,2.2978,
2013-07-23,8.182666779,0.2532,
2013-07-24,8.113332748,-0.8473,
2013-07-25,8.271332741,1.9474,
2013-07-26,8.626000404,4.2879,
2013-07-29,8.974666595,4.042,
2013-07-30,8.78266716,-2.1393,
2013-07-31,8.951999664,1.928,14.5929
2013-08-01,9.03666687,0.9458,
2013-08-02,9.199999809,1.8074,
2013-08-05,9.64533329,4.8406,
2013-08-06,9.476667404,-1.7487,
2013-08-07,8.948666573,-5.5716,
2013-08-08,10.23200035,14.3411,
2013-08-09,10.19999981,-0.3127,
2013-08-12,9.825332642,-3.6732,
2013-08-13,9.695332527,-1.3231,
2013-08-14,9.29066658,-4.1738,
2013-08-15,9.311332703,0.2224,
2013-08-16,9.466667175,1.6682,
2013-08-19,9.659999847,2.0422,
2013-08-20,9.972000122,3.2298,
2013-08-21,9.857333183,-1.1499,
2013-08-22,10.47333336,6.2492,
2013-08-23,10.78933334,3.0172,
2013-08-26,10.94799995,1.4706,
2013-08-27,11.13399982,1.6989,
2013-08-28,11.09666729,-0.3353,
2013-08-29,11.07066727,-0.2343,
2013-08-30,11.26666737,1.7704,24.6772
2013-09-03,11.2626667,-0.0355,
2013-09-04,11.37466717,0.9944,
2013-09-05,11.32866669,-0.4044,
2013-09-06,11.13133335,-1.7419,
2013-09-09,10.71333313,-3.7552,
2013-09-10,11.09133339,3.5283,
2013-09-11,10.90133286,-1.7131,
2013-09-12,10.99533272,0.8623,
2013-09-13,11.03600025,0.3699,
2013-09-16,11.10533333,0.6282,
2013-09-17,11.08199978,-0.2101,
2013-09-18,11.08133316,-0.006,
2013-09-19,11.86133289,7.0389,
2013-09-20,12.22599983,3.0744,
2013-09-23,12.07400036,-1.2432,
2013-09-24,12.15533257,0.6736,
2013-09-25,12.34933281,1.596,
2013-09-26,12.57600021,1.8355,
2013-09-27,12.7266674,1.1981,
2013-09-30,12.89133263,1.2939,14.4607
2013-10-01,12.86666679,-0.1913,
2013-10-02,12.06333256,-6.2435,
2013-10-03,11.5539999,-4.2222,
2013-10-04,12.06533337,4.4256,
2013-10-07,12.20466709,1.1548,
2013-10-08,11.64866734,-4.5556,
2013-10-09,11.25199986,-3.4053,
2013-10-10,11.52866745,2.4588,
2013-10-11,11.91333294,3.3366,
2013-10-14,11.98133278,0.5708,
2013-10-15,12.2626667,2.3481,
2013-10-16,12.2373333,-0.2066,
2013-10-17,12.18666744,-0.414,
2013-10-18,12.2266674,0.3282,
2013-10-21,11.50666714,-5.8888,
2013-10-22,11.43599987,-0.6141,
2013-10-23,10.96666718,-4.104,
2013-10-24,11.54333305,5.2584,
2013-10-25,11.31066704,-2.0156,
2013-10-28,10.85733318,-4.008,
2013-10-29,10.96466732,0.9886,
2013-10-30,10.61466694,-3.1921,
2013-10-31,10.66266727,0.4522,-17.1295
2013-11-01,10.8113327,1.3943,
2013-11-04,11.68000031,8.0348,
2013-11-05,11.78733253,0.9189,
2013-11-06,10.07733345,-14.5071,
2013-11-07,9.31799984,-7.5351,
2013-11-08,9.196666718,-1.3021,
2013-11-11,9.646666527,4.8931,
2013-11-12,9.186667442,-4.7685,
2013-11-13,9.246666908,0.6531,
2013-11-14,9.173333168,-0.7931,
2013-11-15,9.029999733,-1.5625,
2013-11-18,8.105333328,-10.2399,
2013-11-19,8.406000137,3.7095,
2013-11-20,8.074000359,-3.9496,
2013-11-21,8.140000343,0.8174,
2013-11-22,8.092000008,-0.5897,
2013-11-25,8.055999756,-0.4449,
2013-11-26,8.033332825,-0.2814,
2013-11-27,8.462667465,5.3444,
2013-11-29,8.485333443,0.2678,-21.5145
2013-12-02,8.277999878,-2.4434,
2013-12-03,9.646666527,16.5338,
2013-12-04,9.263333321,-3.9737,
2013-12-05,9.365332603,1.1011,
2013-12-06,9.157333374,-2.2209,
2013-12-09,9.43999958,3.0868,
2013-12-10,9.479332924,0.4167,
2013-12-11,9.31000042,-1.7863,
2013-12-12,9.83133316,5.5997,
2013-12-13,9.843333244,0.1221,
2013-12-16,9.862667084,0.1964,
2013-12-17,10.16399956,3.0553,
2013-12-18,9.865332603,-2.9385,
2013-12-19,9.381333351,-4.9061,
2013-12-20,9.549332619,1.7908,
2013-12-23,9.569999695,0.2164,
2013-12-24,10.09399986,5.4754,
2013-12-26,10.36666679,2.7013,
2013-12-27,10.07466698,-2.8167,
2013-12-30,10.16266727,0.8735,
2013-12-31,10.02866745,-1.3185,21.1484
2014-01-02,10.00666714,-0.2194,
2014-01-03,9.970666885,-0.3598,
2014-01-06,9.800000191,-1.7117,
2014-01-07,9.957332611,1.6054,
2014-01-08,10.08533287,1.2855,
2014-01-09,9.83533287,-2.4788,
2014-01-10,9.71466732,-1.2269,
2014-01-13,9.289333344,-4.3783,
2014-01-14,10.75133324,15.7385,
2014-01-15,10.94200039,1.7734,
2014-01-16,11.39799976,4.1674,
2014-01-17,11.33399963,-0.5615,
2014-01-21,11.77866745,3.9233,
2014-01-22,11.90400028,1.0641,
2014-01-23,12.10000038,1.6465,
2014-01-24,11.64000034,-3.8017,
2014-01-27,11.30799961,-2.8522,
2014-01-28,11.8920002,5.1645,
2014-01-29,11.68200016,-1.7659,
2014-01-30,12.18933296,4.3429,
2014-01-31,12.09399986,-0.7821,20.8594
2014-02-03,11.80733299,-2.3703,
2014-02-04,11.91533279,0.9147,
2014-02-05,11.62800026,-2.4115,
2014-02-06,11.8920002,2.2704,
2014-02-07,12.43533325,4.5689,
2014-02-10,13.10400009,5.3772,
2014-02-11,13.1079998,0.0305,
2014-02-12,13.02133274,-0.6612,
2014-02-13,13.30866718,2.2066,
2014-02-14,13.21533298,-0.7013,
2014-02-18,13.57999992,2.7594,
2014-02-19,12.90933323,-4.9386,
2014-02-20,13.99800014,8.4332,
2014-02-21,13.97333336,-0.1762,
2014-02-24,14.51000023,3.8407,
2014-02-25,16.53333282,13.9444,
2014-02-26,16.86666679,2.0161,
2014-02-27,16.83600044,-0.1818,
2014-02-28,16.32066727,-3.0609,38.2248
2014-03-03,16.70400047,2.3488,
2014-03-04,16.9893322,1.7082,
2014-03-05,16.84399986,-0.8554,
2014-03-06,16.86266708,0.1108,
2014-03-07,16.41399956,-2.6607,
2014-03-10,15.92266655,-2.9934,
2014-03-11,15.62733269,-1.8548,
2014-03-12,16.09933281,3.0203,
2014-03-13,15.85266685,-1.5322,
2014-03-14,15.39799976,-2.8681,
2014-03-17,15.59866714,1.3032,
2014-03-18,16.00266647,2.59,
2014-03-19,15.72266674,-1.7497,
2014-03-20,15.66066742,-0.3943,
2014-03-21,15.25933266,-2.5627,
2014-03-24,14.67800045,-3.8097,
2014-03-25,14.6960001,0.1226,
2014-03-26,14.19733334,-3.3932,
2014-03-27,13.82133293,-2.6484,
2014-03-28,14.15799999,2.4359,
2014-03-31,13.89666653,-1.8458,-16.8064
2014-04-01,14.46466732,4.0873,
2014-04-02,15.35266685,6.1391,
2014-04-03,15.02666664,-2.1234,
2014-04-04,14.14866734,-5.8429,
2014-04-07,13.83466721,-2.2193,
2014-04-08,14.36400032,3.8261,
2014-04-09,14.46199989,0.6823,
2014-04-10,13.61266708,-5.8729,
2014-04-11,13.58533287,-0.2008,
2014-04-14,13.20600033,-2.7922,
2014-04-15,12.92733288,-2.1102,
2014-04-16,13.27400017,2.6817,
2014-04-17,13.20800018,-0.4972,
2014-04-21,13.62533283,3.1597,
2014-04-22,14.57600021,6.9772,
2014-04-23,13.86600018,-4.871,
2014-04-24,13.85733318,-0.0625,
2014-04-25,13.32333279,-3.8536,
2014-04-28,13.23400021,-0.6705,
2014-04-29,13.79466724,4.2366,
2014-04-30,13.85933304,0.4688,-4.1849
2014-05-01,13.84866714,-0.077,
2014-05-02,14.06066704,1.5308,
2014-05-05,14.44066715,2.7026,
2014-05-06,13.81866741,-4.3073,
2014-05-07,13.42333317,-2.8609,
2014-05-08,11.90600014,-11.3037,
2014-05-09,12.15066719,2.055,
2014-05-12,12.3113327,1.3223,
2014-05-13,12.67733288,2.9729,
2014-05-14,12.70800018,0.2419,
2014-05-15,12.57266712,-1.0649,
2014-05-16,12.77066708,1.5748,
2014-05-19,13.07266712,2.3648,
2014-05-20,13.02000046,-0.4029,
2014-05-21,13.2966671,2.1249,
2014-05-22,13.65866661,2.7225,
2014-05-23,13.81999969,1.1812,
2014-05-27,14.10400009,2.055,
2014-05-28,14.01599979,-0.6239,
2014-05-29,14.01599979,0.0,
2014-05-30,13.85133266,-1.1749,0.0192
2014-06-02,13.64666653,-1.4776,
2014-06-03,13.66266727,0.1173,
2014-06-04,13.59933281,-0.4636,
2014-06-05,13.79333305,1.4265,
2014-06-06,13.87800026,0.6138,
2014-06-09,13.68733311,-1.3739,
2014-06-10,13.48666668,-1.4661,
2014-06-11,13.63133335,1.0727,
2014-06-12,13.56799984,-0.4646,
2014-06-13,13.76133347,1.4249,
2014-06-16,14.97399998,8.8121,
2014-06-17,15.44466686,3.1432,
2014-06-18,15.14133263,-1.964,
2014-06-19,15.18599987,0.295,
2014-06-20,15.30599976,0.7902,
2014-06-23,15.81466675,3.3233,
2014-06-24,15.5,-1.9897,
2014-06-25,15.79266739,1.8882,
2014-06-26,15.70666695,-0.5446,
2014-06-27,15.93733311,1.4686,
2014-06-30,16.00399971,0.4183,17.2741
2014-07-01,15.98133278,-0.1416,
2014-07-02,15.29533291,-4.2925,
2014-07-03,15.28333282,-0.0785,
2014-07-07,14.84399986,-2.8746,
2014-07-08,14.60466671,-1.6123,
2014-07-09,14.87066746,1.8213,
2014-07-10,14.63066673,-1.6139,
2014-07-11,14.54199982,-0.606,
2014-07-14,15.11333275,3.9288,
2014-07-15,14.63866711,-3.1407,
2014-07-16,14.47733307,-1.1021,
2014-07-17,14.35999966,-0.8105,
2014-07-18,14.66800022,2.1449,
2014-07-21,14.70266724,0.2363,
2014-07-22,14.63866711,-0.4353,
2014-07-23,14.83266735,1.3253,
2014-07-24,14.90266705,0.4719,
2014-07-25,14.9046669,0.0134,
2014-07-28,14.98799992,0.5591,
2014-07-29,15.00066662,0.0845,
2014-07-30,15.26133347,1.7377,
2014-07-31,14.88666725,-2.455,-6.8497
2014-08-01,15.55133343,4.4648,
2014-08-04,15.90133286,2.2506,
2014-08-05,15.899333,-0.0126,
2014-08-06,16.5953331,4.3775,
2014-08-07,16.82600021,1.39,
2014-08-08,16.54199982,-1.6879,
2014-08-11,17.28800011,4.5097,
2014-08-12,17.3306675,0.2468,
2014-08-13,17.35400009,0.1346,
2014-08-14,17.42533302,0.411,
2014-08-15,17.46733284,0.241,
2014-08-18,17.32933235,-0.79,
2014-08-19,17.11733246,-1.2234,
2014-08-20,17.04733276,-0.4089,
2014-08-21,16.95599937,-0.5358,
2014-08-22,17.1186676,0.9594,
2014-08-25,17.50333214,2.247,
2014-08-26,17.44933319,-0.3085,
2014-08-27,17.54999924,0.5769,
2014-08-28,17.59066772,0.2317,
2014-08-29,17.97999954,2.2133,15.6171
2014-09-02,18.94133377,5.3467,
2014-09-03,18.74600029,-1.0313,
2014-09-04,19.06933212,1.7248,
2014-09-05,18.49266624,-3.024,
2014-09-08,18.80733299,1.7016,
2014-09-09,18.56533241,-1.2867,
2014-09-10,18.73999977,0.9408,
2014-09-11,18.68733215,-0.281,
2014-09-12,18.61333275,-0.396,
2014-09-15,16.92399979,-9.0759,
2014-09-16,17.38266754,2.7102,
2014-09-17,17.42533302,0.2454,
2014-09-18,17.58799934,0.9335,
2014-09-19,17.28800011,-1.7057,
2014-09-22,16.66866684,-3.5824,
2014-09-23,16.69400024,0.152,
2014-09-24,16.8093338,0.6909,
2014-09-25,16.46333313,-2.0584,
2014-09-26,16.44000053,-0.1417,
2014-09-29,16.35066795,-0.5434,
2014-09-30,16.17866707,-1.052,-14.5854
2014-10-01,16.01600075,-1.0054,
2014-10-02,16.76133347,4.6537,
2014-10-03,17.01399994,1.5074,
2014-10-06,17.37466621,2.1198,
2014-10-07,17.30466652,-0.4029,
2014-10-08,17.28533363,-0.1117,
2014-10-09,17.13400078,-0.8755,
2014-10-10,15.79399967,-7.8207,
2014-10-13,14.97266674,-5.2003,
2014-10-14,15.13733292,1.0998,
2014-10-15,15.31333256,1.1627,
2014-10-16,15.09000015,-1.4584,
2014-10-17,15.16533279,0.4992,
2014-10-20,15.36466694,1.3144,
2014-10-21,15.68933296,2.1131,
2014-10-22,15.40666676,-1.8016,
2014-10-23,15.68599987,1.8131,
2014-10-24,15.68266678,-0.0212,
2014-10-27,14.77799988,-5.7686,
2014-10-28,16.18466759,9.5187,
2014-10-29,15.87333298,-1.9236,
2014-10-30,15.91066742,0.2352,
2014-10-31,16.11333275,1.2738,0.6077
2014-11-03,16.17266655,0.3682,
2014-11-04,15.92866707,-1.5087,
2014-11-05,15.39799976,-3.3315,
2014-11-06,16.08133316,4.4378,
2014-11-07,16.01333237,-0.4229,
2014-11-10,16.12866783,0.7202,
2014-11-11,16.73866653,3.7821,
2014-11-12,16.60666656,-0.7886,
2014-11-13,16.78000069,1.0438,
2014-11-14,17.24533272,2.7731,
2014-11-17,16.93199921,-1.8169,
2014-11-18,17.18000031,1.4647,
2014-11-19,16.51600075,-3.865,
2014-11-20,16.5806675,0.3915,
2014-11-21,16.18533325,-2.3843,
2014-11-24,16.44799995,1.6229,
2014-11-25,16.53933334,0.5553,
2014-11-26,16.56266785,0.1411,
2014-11-28,16.30133247,-1.5779,0.7956
2014-12-01,15.44266701,-5.2675,
2014-12-02,15.42866707,-0.0907,
2014-12-03,15.28666687,-0.9204,
2014-12-04,15.21866703,-0.4448,
2014-12-05,14.91399956,-2.0019,
2014-12-08,14.29066658,-4.1795,
2014-12-09,14.45933342,1.1803,
2014-12-10,13.98933315,-3.2505,
2014-12-11,13.92533302,-0.4575,
2014-12-12,13.80000019,-0.9,
2014-12-15,13.60266685,-1.43,
2014-12-16,13.18733311,-3.0533,
2014-12-17,13.72133255,4.0493,
2014-12-18,14.55066681,6.0441,
2014-12-19,14.61933327,0.4719,
2014-12-22,14.84000015,1.5094,
2014-12-23,14.73133278,-0.7323,
2014-12-24,14.81733322,0.5838,
2014-12-26,15.18799973,2.5016,
2014-12-29,15.04733276,-0.9262,
2014-12-30,14.81533337,-1.5418,
2014-12-31,14.82733345,0.081,-3.9846
2015-01-02,14.62066746,-1.3938,
2015-01-05,14.00599957,-4.2041,
2015-01-06,14.08533287,0.5664,
2015-01-07,14.06333256,-0.1562,
2015-01-08,14.0413332,-0.1564,
2015-01-09,13.77733326,-1.8802,
2015-01-12,13.48066711,-2.1533,
2015-01-13,13.61666679,1.0088,
2015-01-14,12.84599972,-5.6597,
2015-01-15,12.7913332,-0.4256,
2015-01-16,12.87133312,0.6254,
2015-01-20,12.79533291,-0.5905,
2015-01-21,13.10466671,2.4176,
2015-01-22,13.44133282,2.5691,
2015-01-23,13.41933346,-0.1637,
2015-01-26,13.77000046,2.6131,
2015-01-27,13.73200035,-0.276,
2015-01-28,13.2913332,-3.2091,
2015-01-29,13.68000031,2.9242,
2015-01-30,13.57333279,-0.7797,-7.1634
2015-02-02,14.06266689,3.6051,
2015-02-03,14.55733299,3.5176,
2015-02-04,14.56999969,0.087,
2015-02-05,14.73266697,1.1165,
2015-02-06,14.49066734,-1.6426,
2015-02-09,14.49866676,0.0552,
2015-02-10,14.41933346,-0.5472,
2015-02-11,14.18666744,-1.6136,
2015-02-12,13.5253334,-4.6617,
2015-02-13,13.58466721,0.4387,
2015-02-17,13.62333298,0.2846,
2015-02-18,13.63066673,0.0538,
2015-02-19,14.11400032,3.5459,
2015-02-20,14.47399998,2.5507,
2015-02-23,13.82266712,-4.5,
2015-02-24,13.60733318,-1.5578,
2015-02-25,13.58399963,-0.1715,
2015-02-26,13.81266689,1.6834,
2015-02-27,13.55599976,-1.8582,-3.6029
2015-03-02,13.15533257,-2.9556,
2015-03-03,13.3039999,1.1301,
2015-03-04,13.49600029,1.4432,
2015-03-05,13.37533283,-0.8941,
2015-03-06,12.92533302,-3.3644,
2015-03-09,12.72533321,-1.5473,
2015-03-10,12.68799973,-0.2934,
2015-03-11,12.91600037,1.797,
2015-03-12,12.73799992,-1.3781,
2015-03-13,12.57866669,-1.2508,
2015-03-16,13.0466671,3.7206,
2015-03-17,12.98200035,-0.4957,
2015-03-18,13.38066673,3.0709,
2015-03-19,13.04333305,-2.5211,
2015-03-20,13.20533276,1.242,
2015-03-23,13.30866718,0.7825,
2015-03-24,13.44799995,1.0469,
2015-03-25,12.9533329,-3.6784,
2015-03-26,12.69400024,-2.0021,
2015-03-27,12.33333302,-2.8412,
2015-03-30,12.70466709,3.0108,
2015-03-31,12.58466721,-0.9445,-4.3379
2015-04-01,12.50599957,-0.6251,
2015-04-02,12.73333263,1.8178,
2015-04-06,13.53999996,6.3351,
2015-04-07,13.55000019,0.0739,
2015-04-08,13.84466743,2.1747,
2015-04-09,14.00599957,1.1653,
2015-04-10,14.06000042,0.3856,
2015-04-13,13.98533344,-0.5311,
2015-04-14,13.83066654,-1.1059,
2015-04-15,13.85533333,0.1783,
2015-04-16,13.77999973,-0.5437,
2015-04-17,13.78600025,0.0435,
2015-04-20,13.68466663,-0.735,
2015-04-21,13.96066666,2.0169,
2015-04-22,14.62933254,4.7896,
2015-04-23,14.57333279,-0.3828,
2015-04-24,14.56200027,-0.0778,
2015-04-27,15.43666744,6.0065,
2015-04-28,15.3653326,-0.4621,
2015-04-29,15.49666691,0.8547,
2015-04-30,15.06999969,-2.7533,20.5022
2015-05-01,15.06866741,-0.0088,
2015-05-04,15.36733341,1.982,
2015-05-05,15.52999973,1.0585,
2015-05-06,15.36200047,-1.0818,
2015-05-07,15.78666687,2.7644,
2015-05-08,15.77400017,-0.0802,
2015-05-11,15.9659996,1.2172,
2015-05-12,16.31599998,2.1922,
2015-05-13,16.21199989,-0.6374,
2015-05-14,16.2733326,0.3783,
2015-05-15,16.58933258,1.9418,
2015-05-18,16.58333206,-0.0362,
2015-05-19,16.47599983,-0.6472,
2015-05-20,16.29000092,-1.1289,
2015-05-21,16.37466621,0.5197,
2015-05-22,16.51533318,0.8591,
2015-05-26,16.49733353,-0.109,
2015-05-27,16.49533272,-0.0121,
2015-05-28,16.76333237,1.6247,
2015-05-29,16.71999931,-0.2585,10.9587
2015-06-01,16.62999916,-0.5383,
2015-06-02,16.55666733,-0.441,
2015-06-03,16.59933281,0.2577,
2015-06-04,16.39466667,-1.233,
2015-06-05,16.60933304,1.3094,
2015-06-08,17.08600044,2.8699,
2015-06-09,17.06666756,-0.1132,
2015-06-10,16.71333313,-2.0703,
2015-06-11,16.7606678,0.2832,
2015-06-12,16.71266747,-0.2864,
2015-06-15,16.69199944,-0.1237,
